"","X","business_id","star_gym","class","equipment","service","facility","price","popularity"
"847",847,"H5RkNP5VNDDuuvFpjneStQ",4.5,0,-0.1,NA,0,-0.1,2
"848",848,"H5tfhEvuCKIxSCYm8aLM8Q",4,0,0.1,-0.1,0,0,2
"849",849,"H6cpHfm4mh17FkBmjOk-Cg",5,0.2,-0.2,0,0.1,0.1,2
"850",850,"H9NzvHFw-YqM1uSSdqyPQA",1.5,-0.2,-0.1,-0.1,-0.1,0,3
"851",851,"habzokKKpbQKJWgHS3PSRw",3,-0.1,0,0,0,0.1,3
"852",852,"hACi-k8GLe2Qsh414us4DA",3.5,0,-0.1,0,-0.1,0,1.5
"853",853,"hBGbi8aPEJjIvbbzx_2S0g",2,0,0,-0.1,NA,-0.2,1.5
"854",854,"hbZewBG8zjsCBSvPuW9_QA",4,0,0.5,-0.1,0,-0.1,2
"855",855,"Hc_sJ1HSe2cKvLM7RJY1fA",3,-0.1,0,0,0,0,4
"856",856,"hC91UKG595aYZ6S3iLi3gg",2,0.1,0,0,-0.1,0.3,2
"857",857,"hCB3GdYEvaWVjDF9MbeDHA",4.5,0.2,0,-0.1,0,0,2
"858",858,"HCDTY396rEmRWBQkN6UG_g",2.5,0,-0.1,0,0,0,3.5
"859",859,"hCDY_qzeM_yHDbUWXX3c6g",3.5,0.1,0,0,0,0,3
"860",860,"hddlh-bcfb6mPAV3SRuQ2w",3.5,-0.1,-0.1,0,0,0,3.5
"861",861,"HDDx-8vjiYNuV5Iuainm0g",3,0,-0.2,NA,NA,-0.1,2
"862",862,"hdinuqWa-q4g2HBq0WxfHw",3,0,0,NA,0.1,-0.1,2
"863",863,"HdNx2PueZSWrRFRyVP-wHg",2,-0.1,-0.1,0,-0.1,0,2
"864",864,"HdRUtg4AfUxcOFfEqv3Q4w",4.5,0,0.1,NA,0,-0.1,2
"865",865,"hDSTV2_cQJ0ojnOa9c3JzA",4.5,0,0.1,0.1,0,0,2.5
"866",866,"HDuqGSh_k6eoNffgpMpDvQ",5,-0.3,-0.1,NA,NA,0,2
"867",867,"hDVspeMAN4O3Tk1fM_0wDg",4,0,0.1,NA,0,0.1,2.5
"868",868,"HF_wI0nOp1L3rG-OxcoL5w",4,0.1,NA,0,0,NA,2
"869",869,"HFFl_6LmEgm15wLrzoBGYw",3.5,0.1,0,0,0,-0.1,3
"870",870,"hGaj0v7bTaXMe7eqxaHjXA",4.5,0,-0.1,NA,0,-0.1,2.5
"871",871,"hGaOXVE1TtmSGkrcIOdqJg",4,0.1,0.3,0,0,0,2.5
"872",872,"Hgfn3AOeOAMRf00Vi75fYg",4.5,0,0,0,0,0,4
"873",873,"HGjEL7S21GkvzLZFl4P4BQ",3.5,0,0.1,0,0,0,4
"874",874,"hGnbVbjCPmmqYajtBqWVZw",4,-0.1,0,0,0,0,3
"875",875,"hGSJEIyg_7cbOVW8hkJGqw",4,0.1,0,NA,0.2,0.1,1.5
"876",876,"hhC6lHH1d5ZD4vnwnA4VKA",3.5,0,0,0,0.1,0,3.5
"877",877,"hhFGjND4Md9V3D-66GyUvQ",3.5,0.1,0,0.1,0,0,2.5
"878",878,"hHQvqelHK0Gklkb3I04xeQ",4.5,0,0,0,0,0.1,3
"879",879,"HhZZNP4IbdXR47lQZt0jFg",4,0,0,0,0,0,4
"880",880,"HIoLZjbbstCXkvlwkULO9A",3.5,0,0,NA,0.1,0,2
"881",881,"hkg9AvhWcFXkGSeW7mfSQw",5,0.2,0.1,NA,0.1,0.1,2.5
"882",882,"HkJblsiEFXk3EfH2TZLv7A",2.5,0.1,0,0,NA,-0.1,1.5
"883",883,"hkvRRXSDgTyAV6qjmPNsRg",4.5,0,NA,NA,0,-0.1,1.5
"884",884,"HlwMtRUbTw4oCbzQKoa8JA",5,0.1,0.1,0.3,NA,0.1,2
"885",885,"HmNNDgRTamRFQ8JG16GwfQ",3.5,0,0,0,0,0,2.5
"886",886,"HmRSB9GQZxqSLp6rrByulg",2.5,-0.1,0.1,NA,-0.1,-0.1,1.5
"887",887,"hNuvLQk3TSNpI8pPuKo0nw",5,0,NA,0,0.1,0.1,2
"888",888,"HOG1M_8D6N3txP_L7EVoMw",5,-0.2,0,0,-0.1,-0.1,1.5
"889",889,"HonecAlh8URwWqn3OFWcmg",5,0.3,0,0.1,-0.1,-0.1,2.5
"890",890,"HosVWS8_NV_iCLktOsDaEw",4.5,0.1,0,0.1,0.1,0.3,2.5
"891",891,"HP1aAg1qax57UpFYfvY9Bw",5,0.1,0,0,0,0.1,3
"892",892,"hPgfxcnIp1KNHUkKq7wjdg",4.5,0,-0.1,0,0,0,2.5
"893",893,"hqlyygvjxxI1mRP9Ftu7mw",2.5,-0.1,-0.1,0,0,0,3.5
"894",894,"HqN050yIJoYcSxgg1kDbHw",3,-0.1,NA,0,-0.1,0.1,2.5
"895",895,"HQt88ceZ_mO9_yP4clTMpw",3.5,0.1,0,0,0,NA,1.5
"896",896,"hr4eYCWbFyY9UELYknbHoQ",2.5,-0.1,0,0,-0.1,-0.1,4
"897",897,"HR5WpkM9rFHJaSTXHkxsaQ",4.5,0,NA,NA,NA,0.1,1.5
"898",898,"hr8cvJqL465ttWx5BuZitg",4.5,0,0,0,0,0,3
"899",899,"hSoSds97BJ5rf7BVwemwHQ",3.5,0.1,0,0,0,0,3
"900",900,"hTBGfuyny23_TN1mnowL3Q",3,0,0,0,0,-0.1,3.5
"901",901,"hTcato5GKM_a8qSQe6Y-Lw",3,0,-0.1,0,-0.1,0,2.5
"902",902,"HTViEsNzTlcWGtp-1CnV-A",3.5,0.1,0,0.1,-0.1,NA,1.5
"903",903,"HUFX4m8OgMbEmztPc5D8KQ",5,0,-0.1,NA,0,0.1,2
"904",904,"Hvc7flgPGLAYK4RCq-zJng",3.5,0,0,0,0,-0.1,3
"905",905,"Hvln9fM_gYmKOBMhx0j_DQ",5,0.1,0,NA,0,NA,2
"906",906,"hw7B3GVDKad9vlx5bUu6XA",5,0,0,0,0,0,3
"907",907,"hwJojVaVpvpkTUL0H_XgNQ",1.5,NA,-0.1,0,NA,0,2
"908",908,"hX48eYFnDhD6QFWa7obQjw",4.5,0,NA,0.1,0,0,2.5
"909",909,"HXf-nPrKJ9GCFPxBl23WnA",5,0,NA,0.1,0,0.2,2
"910",910,"hxqYFIOFQQ8YRZiO0hO05A",4,-0.1,0,0.1,-0.1,0,2
"911",911,"HxzjrdR2Ua421LkIkXSmsQ",5,0.1,-0.1,NA,0,0.1,2
"912",912,"hYB-iBp35ZYTH9CSBCnRJA",3,0,0,0,0,0,4
"913",913,"HYoSRa4aYdd24wKCPa9jOQ",4.5,0.1,0,-0.1,-0.1,-0.1,2
"914",914,"i_aBx7Z7FlHeUEtyR4HGmA",5,0.1,0.1,0,0,0.1,2
"915",915,"i_eFJU2XkQYvfqLYNDJp7g",5,0.1,0.1,NA,-0.1,0.1,2.5
"916",916,"i_IiE-S5iqQ409RpprPjzQ",3,-0.1,0,0,0,0,3
"917",917,"i_JS0owPFBcKgMh32iJoOA",4.5,0,0,NA,0,-0.1,2.5
"918",918,"i-LQh-hhMjzeuSEAw8hQSw",3,-0.1,-0.1,0,0,0,1.5
"919",919,"i024VUk0k6QVEXaui_tIEw",4,0.1,0.1,0,0,0,2
"920",920,"i03VjmD77k8SPdA1S7NVRA",3.5,0.1,-0.1,0.2,0,0,2
"921",921,"i08O5G1_72Ru5aZGykiHCA",3.5,0,-0.1,NA,0,0,2
"922",922,"I0ki7xXoIl2-UjJaNLJMDA",1.5,-0.1,-0.1,0,-0.1,-0.1,3.5
"923",923,"I0Xpao6QRifzTQys6qobww",3,0,-0.1,0,0,0,3
"924",924,"I1ALTWzklCuSBsMWMn56tQ",5,0.1,0.1,NA,0.1,0,2
"925",925,"I1lEmae2dsRhi3vg-hUs1Q",5,-0.1,-0.1,NA,NA,-0.1,1.5
"926",926,"i1sSzRm_Sq5f2wWr8A4Snw",4,0.1,-0.1,0.1,0,-0.1,3
"927",927,"I40WLNNL_0hGkZj47inDww",3,-0.1,-0.1,0,-0.1,0.1,2
"928",928,"I4ixVMDf4P5iJa6XbgnLrg",4.5,0,0,0,0,0,4
"929",929,"I6ZDHXU6YyRevsa2J4b-wA",3,0,0,0,0,0,3
"930",930,"I7qbUFaKonSzKRVjlGo7cA",4,0.1,0,0.1,0,-0.1,2.5
"931",931,"i7w-gq4eYVpaqq9hlXQnoQ",5,0,NA,NA,NA,0.1,1.5
"932",932,"IaeFgnGnqN9-3l8nGkZH2w",4.5,-0.1,-0.1,NA,NA,0.1,2
"933",933,"iaMXBM94HUsq_xYJwFmiPw",5,-0.1,NA,NA,NA,0.1,2
"934",934,"Ib0Hk_Ieid2ERAVhROgg4A",4.5,0.1,0,0.1,0,-0.1,3
"935",935,"iBc30EQsRML9SeR8xDjCkA",3.5,-0.1,0,0,0,-0.1,4
"936",936,"ibE5T0u6P9O49C-8Qf5nQg",3.5,0,-0.2,NA,NA,0.1,1.5
"937",937,"IbjplBDZSB5Pq-MiJOOREg",3.5,0,0,0,0,-0.1,2.5
"938",938,"ibK3cCdfbNuqlJ6wXV46BQ",4.5,0,0,-0.1,0,0,3
"939",939,"IcBK5cuTFHj5c8yoR4zzIQ",5,-0.1,NA,NA,NA,0,1.5
"940",940,"icEeSPBpdVuwUpvMjxV5tg",4,0,0,-0.1,0,0.1,3
"941",941,"iDk1n3Ujan9owWv7E2hQ1g",4,0,-0.1,-0.1,NA,0,2
"942",942,"IeCCpsS8EEP9hWh3NHyTHw",3,-0.2,-0.1,-0.1,0,NA,1.5
"943",943,"if6-8MT3d0fhpPFY-3jkrw",4,0,-0.1,0,0,0,3.5
"944",944,"IFARaCpUpSHaoxPa7UbczA",4.5,-0.1,NA,NA,-0.1,0.1,2
"945",945,"ifKYSdZDYHjQC7qGnncf_A",4.5,0,-0.1,NA,-0.1,NA,1.5
"946",946,"Iftn89amEiaXRd1WKXLauQ",4,0,0,0,0,0,4.5
"947",947,"ifv4qPfSitwzyV5sJvdEXQ",4,-0.1,0,0,0,0,2
"948",948,"Ig4OGFCYcmsaXaTAjpeLoA",5,0,-0.1,NA,0,0,2.5
"949",949,"IgKufjYwANbac8fTsQUTJg",3.5,-0.1,NA,0.1,NA,0.1,1.5
"950",950,"Ih04-Hs7vKc_SH6kIA_bXA",5,0.1,0,NA,-0.1,0,2
"951",951,"IH6ULdYFzMg6GB4lCGEZ2A",4.5,-0.1,0,0,0,-0.1,1.5
"952",952,"IhJYoG1DxeaRM0Kj_wtUmQ",4.5,0,0,NA,0,-0.1,1.5
"953",953,"IjnOamq4GRr5gr1YRVbDVw",2,-0.2,0,0,-0.1,-0.1,1.5
"954",954,"iJnZcofJe92unFDpHNF56g",4.5,0.3,0.2,-0.1,0.1,0.1,2.5
"955",955,"ILDSm0yv0ZM9OfEdufDskw",3,0.2,0,NA,0.2,NA,1.5
"956",956,"ilE4jYDebPJxQEmI4CpeyA",2.5,-0.1,-0.1,NA,0,0.2,2
"957",957,"imvW_9UnNmkPU_XJvhF7-Q",4.5,0,-0.1,NA,0,0,2.5
"958",958,"iMy8mM3u8TowIsBMT38Aow",4,0,0,NA,0,0,3
"959",959,"iNi5xIDnrzIRE19Kh1rgcg",4.5,0,-0.1,NA,NA,0,2
"960",960,"INLhagLkYQwtzE9auIORpQ",4,-0.1,-0.1,0,0,0,3
"961",961,"InOIF5IRLULOv-OIbsPuOA",4,-0.2,0,0,0,0.1,2
"962",962,"inUkdAzy9rB1p8j7qBVbmw",4.5,0,-0.1,NA,-0.1,0.1,2
"963",963,"iodxM0zIBx0Iq3mk04RIdQ",2.5,-0.1,0,-0.1,-0.1,-0.1,3.5
"964",964,"IOOryiN1MaVBRWqEoIqcYw",4.5,0.1,-0.1,-0.1,0.1,0,3
"965",965,"Iq1-az1Q5C74dsGUfunaAw",5,0.2,NA,NA,0,-0.1,2
"966",966,"IqoNa_A0ViuonE4zLF7u_A",5,0,0.1,NA,NA,-0.1,1.5
"967",967,"iQpAhzdLge0RHOeKjYtuyA",2.5,-0.2,-0.1,-0.1,-0.1,-0.1,2.5
"968",968,"isfmx9MxvZJffsNVUe7lCQ",4,0.1,NA,NA,NA,NA,1.5
"969",969,"ISGCuHNQ4O__Sh30tjXZsg",5,0.1,0.2,NA,NA,0,2
"970",970,"IsT8MemSiW_WuheF_Bny4Q",3.5,0,0,0,0,0,5
"971",971,"ItqnAHm9MzvvSIllKvvdjg",5,0,NA,NA,-0.1,0.1,1.5
"972",972,"iTyyzwyQmNMTDSZ_kaizTQ",4.5,-0.1,0,NA,0.1,0.1,1.5
"973",973,"Iv3IvmC7djB2LzImBQQS6g",5,0,NA,NA,0.1,0,2
"974",974,"iv3U_qu_H-zEopEuTYBWmQ",5,0,0.1,0.1,0.1,0,2
"975",975,"iVniN-mTk6KdhqzEoIPzyg",4,0.2,-0.2,0,NA,-0.1,1.5
"976",976,"iw-Yd4kmgE3DXyFw_AnqWA",4,0,NA,NA,0,-0.1,1.5
"977",977,"IWuG2wPfREKidbh-bR4H-A",4,0,0,NA,0.1,0.1,1.5
"978",978,"iYjSAE_RQticdKtGGgcnww",3,-0.2,0,0,0,0,2.5
"979",979,"IySD3xuzIqOQA6HUBaYVGA",4,0,NA,NA,0.1,-0.1,2
"980",980,"IYSUEWOkBp4oKdSR-hNXsg",5,0,0,-0.2,0,0,2
"981",981,"J-X8Fs-RT_F8528N-Lt4fg",2.5,-0.1,0,0,0,-0.1,4.5
"982",982,"j0up3f-Tfm8Y1_In-RuUyQ",3.5,-0.1,0,0.1,0,-0.1,3
"983",983,"j0YO2H-MPxz7xqLM8Rsjzg",2.5,-0.2,-0.2,-0.1,0.1,NA,1.5
"984",984,"J6Bsgjvxq-NAWYyIJzuKpA",2,-0.2,-0.1,-0.1,NA,0,1.5
"985",985,"j6yTLRQA32rFM-bbybKS0g",4,0.3,0.1,NA,NA,NA,1.5
"986",986,"J8CTxoaaPPfKrrYANIT4Rw",4,0.1,NA,NA,0.1,NA,1.5
"987",987,"J8K6qbMMbx4cqdu7jLQUqw",5,0.1,NA,NA,-0.1,0,2.5
"988",988,"jA8l3vkXNvbSsD9gJHLvUA",4.5,0,NA,0.1,0.1,0,3
"989",989,"JaB5K-MKxRGGHZOVsDBFhw",3,-0.1,0,0,-0.1,0,2.5
"990",990,"jAs99x6g_lvKfDXHpZ3Plg",5,0,0,NA,0,0.1,1.5
"991",991,"jB1EG3vSyTb_dZ71OaFVLw",2.5,0,0,0,0,-0.1,3
"992",992,"jBfSDiq6y7t5-5Pmqfybmg",5,0,0,0.1,0,-0.1,3
"993",993,"jC_eAZ5fG3vVF9jBdirisg",3,0.1,-0.1,0,0,-0.1,3
"994",994,"jCl5tYoBgA7_su4L44fTFA",3,-0.1,-0.1,NA,0,NA,1.5
"995",995,"jcMNWI73STR-832JqIhYuA",4,0,NA,NA,NA,0.1,1.5
"996",996,"jCPw5xJyyEEiHjyXv2ftTA",4.5,0,0,NA,-0.1,0,2
"997",997,"jd4fdcSwWoCdnE_RisM2Tw",4,0,-0.2,0,0.1,0.2,2.5
"998",998,"jd5KgKyCtUlyicfeKE0XnA",2.5,-0.1,-0.1,-0.1,-0.1,-0.1,2.5
"999",999,"jd9iBKakwuPAeALB9fPmSg",4,0,-0.2,-0.1,-0.1,0.2,2.5
"1000",1000,"jDhdhr6aHOZn2ujrpUd1lQ",4.5,0.2,0,0,NA,0,1.5
"1001",1001,"Jech-8krmS8qkJqv8wKo7w",4,0,0,0,0,0,3
"1002",1002,"JEFEDr1DmYj_vHWLv01Hpw",4.5,0,0,0,0,0.1,2
"1003",1003,"jEoDcoTu5UJM_4-2UhZDQw",2.5,-0.1,-0.1,0,0,0,3
"1004",1004,"JEUgynCv44K9sBl97i9Dqw",3,0.1,0,0,-0.1,-0.1,3
"1005",1005,"JgDsrE1e92nYm7zVWbPF_w",4.5,-0.1,-0.1,NA,NA,0,2.5
"1006",1006,"jgna8h1bIlATjJq42QmboQ",4.5,0,0.1,-0.2,NA,0,2
"1007",1007,"jGY0l2JREAyENXzid66wfw",3,-0.1,0,0.1,0,0.1,2.5
"1008",1008,"JHH1Q5ufjFDcAknIOQvO2w",2.5,-0.1,-0.1,0,0,0,4
"1009",1009,"jHNdJ70PrlF0hL_z2yJ7Cw",5,0,0.1,0,NA,0,2.5
"1010",1010,"jHTt3NfuYRnSMi4qhZGhEQ",3,0,0,0,0.1,-0.1,2
"1011",1011,"jIB7mBF2N7jPFGiXdcPFJQ",5,-0.2,NA,NA,0,-0.1,1.5
"1012",1012,"JicXgLgxhMW-FNU-heJejA",4,-0.1,-0.1,-0.1,0,0,1.5
"1013",1013,"JJhlLrQF-fid8lL6CGbeoA",4.5,0,0.1,0,0.2,-0.1,2
"1014",1014,"JJIwqmkFawlrA7TcbU9hbA",5,-0.1,0,NA,0.1,0.1,1.5
"1015",1015,"jJKb7OKXVTe2cdCNPz1qUg",5,0.1,0.2,NA,NA,0,1.5
"1016",1016,"jjloF_Rkl91Hsdd4Ex1z_A",5,0.1,0,0,0,-0.1,2
"1017",1017,"jjSqACwy9rEeDIvXX00J7g",2.5,-0.2,0,0,0,0,2
"1018",1018,"JkI7wcEKhUsrBh4nFvfSPA",5,0,-0.1,NA,NA,-0.1,2
"1019",1019,"jkV5V0WuSsHfk0y8oTq6Gg",4.5,0,0,0,0,0,4
"1020",1020,"jlFvCz4-qPzTHUApjplqNg",3.5,0,0,0,0,0,2.5
"1021",1021,"JLSUMP_Cnxc_anvxS7cgWA",5,0,0.1,NA,0.1,0.1,3.5
"1022",1022,"JMK8EhZwuXGwhKsgyobOAA",2,0.1,-0.1,0,0,0,3
"1023",1023,"JMLgxR53VlkZ6MT_ZWOpVQ",4.5,0,0,-0.1,0,0,3
"1024",1024,"jNlzlObaEbjfcUlCE3GAkA",4.5,0.2,NA,NA,NA,-0.1,1.5
"1025",1025,"JNpWM54zSeKX094YLD3GeA",4.5,0.1,0,0,0,-0.2,2.5
"1026",1026,"JO4sQTAKgc53iVhegu5jsQ",4,0,0,0,0,0,3
"1027",1027,"JODIoK4pIOCywSmDMRQ07w",4.5,-0.1,NA,NA,NA,0,1.5
"1028",1028,"joyxUC3gs0TtJ8O-YUgBEg",5,0,0,NA,0,-0.1,2
"1029",1029,"JPMMME2yrmLV1Dow3jGySA",4.5,-0.1,0,0,0,-0.1,2
"1030",1030,"JPqZQxxp7SbFkWBfqbGoXQ",3,0,0,NA,0.2,-0.1,2
"1031",1031,"Jqn7W23wFDkThl3O-pGRyA",5,0.1,0.1,0,-0.1,0,2.5
"1032",1032,"jqwTPzUFuAVWvN2vKHEczA",4.5,0,0,NA,0,0.1,2.5
"1033",1033,"jqYulsRAyRkAj1I_ocF1Vw",5,0,0,NA,0,-0.1,2
"1034",1034,"jrARst7fPhGz0shcAnAC9g",4.5,0,NA,NA,0,0,1.5
"1035",1035,"JRRHSzH2zqccvXb_2QxAcA",3,0,0,0,0,0,2.5
"1036",1036,"Js7qNLxi3M7ifip5wfwzFQ",4.5,-0.1,-0.2,0,-0.1,0,2
"1037",1037,"jUEREAbaVZIFd_a7OggkxA",4,0.1,0.1,0,0.1,-0.1,2.5
"1038",1038,"jVAH3NlFZtRN6hDrWKn39g",4.5,0,0,0,0,-0.1,3
"1039",1039,"JVolJy_iC173XnYb4Kx83A",5,-0.1,-0.1,NA,0,0.2,1.5
"1040",1040,"jxari_BeJi7j2reRSrDnTw",1.5,-0.2,-0.1,0,NA,0,1.5
"1041",1041,"JzQrcgDtYHTvQ0N3XKfghg",5,0,-0.1,NA,0,0.1,2
"1042",1042,"k_I3hxmJxzkYyWkgu9MX3w",4.5,0,-0.1,0.1,0,0.1,3
"1043",1043,"K-CjKJH_dp21xAGi-OHkGw",3,0,-0.2,NA,NA,0,2
"1044",1044,"K05lq-tEaMMqPcmlBvL8WA",5,0,NA,NA,NA,-0.1,2
"1045",1045,"K2docDu36Y5pdsQ2xOsn9w",5,0,0.1,NA,-0.1,0.1,2
"1046",1046,"K32p6tbC4nutoG1-lryTcg",5,0,0,NA,0,0.1,2
"1047",1047,"k46dkaJs2z-wOxS1pu4POA",5,0.1,0.1,0.1,0,0,3.5
"1048",1048,"K56toyvG3h9gBo2hY_F9Fg",5,0,0,NA,-0.1,0,2
"1049",1049,"k6gzKifrJPvdnz3hnqchoQ",4.5,0,-0.1,0,0,0.1,3.5
"1050",1050,"K6m7e-kEHf0V8izvxJXC3A",4.5,0.1,-0.1,0.1,NA,0,2.5
"1051",1051,"K7fKprF5hphkIliwmx8djg",4.5,0,0,0.1,-0.1,0,3
"1052",1052,"kA0iFmNF_Io_BCs5MhYQMQ",2,-0.1,-0.1,0,-0.1,-0.1,4
"1053",1053,"KBKV36jD17JjyG8V5HZE1w",3,-0.2,-0.1,-0.1,-0.1,0,1.5
"1054",1054,"KCN6I2RhmIlLDvYgMtHwqw",3,-0.2,-0.1,0,-0.1,0.1,1.5
"1055",1055,"KCU9Sc7l5qsr_eD7JU4wKQ",3.5,0,0,0,0,0,3.5
"1056",1056,"KdAGkLCLuhmyRmSCgNAGlg",5,0,0,NA,0.1,0,2.5
"1057",1057,"kdILpkqw8W-vdEenOxsUYw",3,0,0,0,0,0,3
"1058",1058,"kF-jPF56pJUyW1FdOuQ4cA",5,-0.1,NA,NA,NA,0,1.5
"1059",1059,"kfKzoqFPZdG2UEiK8EuAkA",2.5,-0.1,0,0,0,-0.1,4
"1060",1060,"kg6iHNc7Y-EyYyFM68P1fg",4.5,0,0,0,0,0,3.5
"1061",1061,"Kgl6YvYt-9HxZe4ybP6RCw",5,0.1,0,0,0,0,2.5
"1062",1062,"khv3nAEnEaCP851dfWxDpw",5,0,NA,NA,0,0,2
"1063",1063,"KIQOqkxlJ6ewwTUhGZttIg",5,0.4,0,0,NA,-0.1,2
"1064",1064,"kk6-WYSCnTnnreRLyPAGsg",4.5,0.1,0.1,0,0,0,3.5
"1065",1065,"KK6E1jxcDzBRsoKxwq7A8g",4.5,0.1,0,NA,0,0,2.5
"1066",1066,"KKgVu5MTXazsU_e6flgiZg",4.5,0,0,0,0,0.1,2.5
"1067",1067,"KKs0vit8Ig1kqAZi3VFPfQ",4,0,0.2,0,0.1,0,3
"1068",1068,"KlDZLDA7qSkDBF7vI4bYwg",5,0.1,0,0,0.1,0,4
"1069",1069,"KMOsUa-ptVYKeb6mth9Q5Q",4,0,-0.1,NA,0,NA,1.5
"1070",1070,"KMxPizVCvRSVzZuIl7e5Eg",4,-0.1,-0.1,0,0,-0.1,2.5
"1071",1071,"kp_wWaWuW6L5UyqNozcwmQ",4.5,0,0.1,0.1,0,0,4
"1072",1072,"kp4-EF-qIbYbR_2anLSIiQ",3.5,-0.1,0,0,0,-0.1,2.5
"1073",1073,"kPAZKuvUhC-90TkwlLX90Q",2.5,-0.1,0,0,0,0,4
"1074",1074,"kpPwRDwjK-a95dB5RBAjUw",4,-0.1,0,0,0,0,2.5
"1075",1075,"kPY097dXTFfmQ-M-BsSU6A",4.5,0,-0.1,0,0,0,3.5
"1076",1076,"KQ6Q1HPLXepzSObwiXV0IA",3.5,-0.1,-0.1,0,0,-0.1,3.5
"1077",1077,"krH0KY7ioHHftC0GoFo8yw",4.5,0.2,0,NA,0,-0.2,1.5
"1078",1078,"krqXihm7RPA-JxzWjtevQw",4,0.2,0.1,0,0,-0.1,1.5
"1079",1079,"KsK3gT66IuZTbf6qf6uOeg",3.5,-0.1,0,0,-0.1,-0.1,2
"1080",1080,"kSQnlISWra-mCG0dnzXWCg",4.5,0,-0.1,0,0,0.1,3.5
"1081",1081,"KT0_IAyhqf79N-QVX47UFw",5,-0.1,-0.2,NA,NA,0.1,2
"1082",1082,"Kur2ge619trBQOoBilESXw",5,0,NA,NA,NA,0.2,2
"1083",1083,"kuYNI4wAZHYuKefaq-ArqQ",2.5,0,0,0,0,0,2.5
"1084",1084,"kvLxcIf7Vdf2VxIbkgDAVg",3.5,-0.1,0,NA,NA,0,1.5
"1085",1085,"KvNh78E7FMfSZ-sHM8GVHw",4.5,0,0.1,0,-0.1,0,2.5
"1086",1086,"KVsUgcT-WrQopDs6h2D2pQ",3.5,0,NA,NA,NA,0,1.5
"1087",1087,"KWkB9_PwRuWOYH4xnLah9w",2.5,-0.1,0,0,0,-0.1,4.5
"1088",1088,"kwQI5GDxmBCJlj8Ii_-U8Q",5,0.1,0.1,NA,0,0,2.5
"1089",1089,"kYggOm7GZgwGL7JC8Yaadg",5,-0.1,0,NA,NA,0,1.5
"1090",1090,"kYRhkg0jAK3GTsazXC_LFg",4.5,0.2,0.2,NA,0.3,-0.1,1.5
"1091",1091,"KzqWe24OFjBlA_5yOW60bw",4.5,0,-0.1,NA,0.2,0.1,2
"1092",1092,"KZt8caaF7_nk0iwWUDQTZQ",3.5,0,-0.1,0,-0.1,NA,1.5
"1093",1093,"l_R9Zcbf9nAmMUAxMvM6jA",4.5,-0.1,NA,0,0,0.1,2
"1094",1094,"L-ac8nf8Q70bccQTxEK9XA",2,-0.1,-0.1,-0.1,NA,0,2
"1095",1095,"L-XxzyEBOGnshXc5ntp6tw",5,-0.1,0.1,NA,NA,0.1,1.5
"1096",1096,"l-ZvvOhH3NHKGmsxLHDgqw",4.5,0,0,0,0,0.1,3
"1097",1097,"l0o3l8x5-1tKwsHcI2wGOA",4,-0.1,NA,-0.1,NA,0,2.5
"1098",1098,"L1fOQ4BVcFkA8PkKf7ihjw",4,0,-0.2,NA,0,0,2
"1099",1099,"l1krjLWoTZPQnF6KU21CPA",3,-0.1,0,0,-0.1,0,3.5
"1100",1100,"L3C_6_0PxKlZdYdK9d5ybQ",2.5,-0.1,0,-0.1,-0.1,0,3.5
"1101",1101,"l3EjV9vD5VP90gaMc0N5Ww",2.5,0,0,0,0,-0.1,2
"1102",1102,"L3SJP2KteZ9J83gBnixXcw",5,0,0,NA,-0.1,0,2.5
"1103",1103,"l3VLKbuoWvE_DAH_UMmiCQ",4,0.1,NA,0.1,0.1,0,3
"1104",1104,"l40ILWcBfPjVYZVvNcY4kA",2.5,0,0,-0.1,0,-0.1,3
"1105",1105,"L5yZg0byJjpRmsfJfaemRA",3,-0.1,0,NA,0,-0.1,2
"1106",1106,"L6V_1bnR_egguJvwDvOvPg",2,-0.2,0,0,0,NA,1.5
"1107",1107,"l8ubFTi4ipFNrhR1Afu5HA",5,0,-0.1,-0.2,0,0,3
"1108",1108,"l9SN6Z4pSFRD8wBkRF-L8g",2.5,-0.1,0.1,0,0.1,0,2
"1109",1109,"Laiwj01kWE2iX-M4ZI4tYQ",2.5,0,-0.1,0,-0.1,-0.1,2.5
"1110",1110,"LApo_SzSmMMSF-rpOd21ag",4,0,0,0,0,0.1,2
"1111",1111,"lB0DC5o43t-8JwrB1NF_4Q",4,0,0,-0.1,0,0,2.5
"1112",1112,"LbaV1rbAhQCDDwJ_wxz3Vg",4,0,0,0,0,0,3.5
"1113",1113,"LC6i67ce5h3Io3xiRpsoEQ",2.5,0,0,0,NA,NA,1.5
"1114",1114,"LC6xbh5OCkGAFkSnhRgVnA",2.5,-0.2,-0.1,0,0,0,3.5
"1115",1115,"LcDe4KGatn-aXCwvx3RC8A",4.5,0,0.4,NA,-0.1,-0.1,1.5
"1116",1116,"Lce20LEzhCqweH08TeSG6Q",2.5,-0.2,0,-0.1,-0.1,-0.1,3
"1117",1117,"lCgy_TBNNTJDnd-naYMHgQ",3.5,-0.1,-0.1,0,0,0.1,3
"1118",1118,"Lcx4uq98kiQsPUehf1odqg",5,0,0,NA,0,0.1,3
"1119",1119,"LDYU40nkvft600Cx4YKxEQ",2.5,-0.1,0.1,0.2,NA,0,2
"1120",1120,"lFfTxwn8DBcTMbP0LocWQw",4.5,0.1,0,0,0,0.2,2
